,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Loan_Status,Property_Area_Rural,Property_Area_Semiurban,Property_Area_Urban
61,True,True,3.0,True,False,3029,0.0,99.0,360.0,1.0,True,0,0,1
62,True,True,0.0,False,True,2609,3449.0,165.0,180.0,0.0,False,1,0,0
63,True,True,1.0,True,False,4945,0.0,128.0,360.0,0.0,False,1,0,0
64,False,False,0.0,True,False,4166,0.0,116.0,360.0,0.0,False,0,1,0
65,True,True,0.0,True,False,5726,4595.0,258.0,360.0,1.0,False,0,1,0
66,True,False,0.0,False,False,3200,2254.0,126.0,180.0,0.0,False,0,0,1
67,True,True,1.0,True,False,10750,0.0,312.0,360.0,1.0,True,0,0,1
68,True,True,3.0,False,True,7100,0.0,125.0,60.0,1.0,True,0,0,1
69,False,False,0.0,True,False,4300,0.0,136.0,360.0,0.0,False,0,1,0
70,True,True,0.0,True,False,3208,3066.0,172.0,360.0,1.0,True,0,0,1
71,True,True,2.0,False,True,1875,1875.0,97.0,360.0,1.0,True,0,1,0
72,True,False,0.0,True,False,3500,0.0,81.0,300.0,1.0,True,0,1,0
73,True,True,3.0,False,False,4755,0.0,95.0,360.0,0.0,False,0,1,0
74,True,True,3.0,True,True,5266,1774.0,187.0,360.0,1.0,True,0,1,0
75,True,False,0.0,True,False,3750,0.0,113.0,480.0,1.0,False,0,0,1
76,True,False,0.0,True,False,3750,4750.0,176.0,360.0,1.0,False,0,0,1
77,True,True,1.0,True,True,1000,3022.0,110.0,360.0,1.0,False,0,0,1
78,True,True,3.0,True,False,3167,4000.0,180.0,300.0,0.0,False,0,1,0
79,True,True,3.0,False,True,3333,2166.0,130.0,360.0,1.0,True,0,1,0
80,False,False,0.0,True,False,3846,0.0,111.0,360.0,1.0,True,0,1,0
81,True,True,1.0,True,True,2395,0.0,128.0,360.0,1.0,True,0,1,0
82,False,True,2.0,True,False,1378,1881.0,167.0,360.0,1.0,False,0,0,1
83,True,True,0.0,True,False,6000,2250.0,265.0,360.0,1.0,False,0,1,0
84,True,True,1.0,True,False,3988,0.0,50.0,240.0,1.0,True,0,0,1
85,True,False,0.0,True,False,2366,2531.0,136.0,360.0,1.0,True,0,1,0
86,True,True,2.0,False,False,3333,2000.0,99.0,360.0,1.0,True,0,1,0
87,True,True,0.0,True,False,2500,2118.0,104.0,360.0,1.0,True,0,1,0
88,True,False,0.0,True,False,8566,0.0,210.0,360.0,1.0,True,0,0,1
89,True,True,0.0,True,False,5695,4167.0,175.0,360.0,1.0,True,0,1,0
90,True,True,0.0,True,False,2958,2900.0,131.0,360.0,1.0,True,0,1,0
91,True,True,2.0,True,False,6250,5654.0,188.0,180.0,1.0,True,0,1,0
92,True,True,2.0,False,False,3273,1820.0,81.0,360.0,1.0,True,0,0,1
93,True,False,0.0,True,False,4133,0.0,122.0,360.0,1.0,True,0,1,0
94,True,False,0.0,False,False,3620,0.0,25.0,120.0,1.0,True,0,1,0
95,True,False,0.0,True,False,6782,0.0,128.0,360.0,1.0,False,0,0,1
96,False,True,0.0,True,False,2484,2302.0,137.0,360.0,1.0,True,0,1,0
97,True,True,0.0,True,False,1977,997.0,50.0,360.0,1.0,True,0,1,0
98,True,True,0.0,False,False,4188,0.0,115.0,180.0,1.0,True,0,1,0
99,True,True,0.0,True,False,1759,3541.0,131.0,360.0,1.0,True,0,1,0
100,True,True,2.0,False,False,4288,3263.0,133.0,180.0,1.0,True,0,0,1
101,True,False,0.0,True,False,4843,3806.0,151.0,360.0,1.0,True,0,1,0
102,True,True,0.0,True,False,13650,0.0,128.0,360.0,1.0,True,0,0,1
103,True,True,0.0,True,False,4652,3583.0,128.0,360.0,1.0,True,0,1,0
104,True,True,0.0,True,False,3816,754.0,160.0,360.0,1.0,True,0,0,1
105,True,True,1.0,True,False,3052,1030.0,100.0,360.0,1.0,True,0,0,1
106,True,True,2.0,True,False,11417,1126.0,225.0,360.0,1.0,True,0,0,1
107,True,False,0.0,False,False,7333,0.0,120.0,360.0,1.0,False,1,0,0
108,True,True,2.0,True,False,3800,3600.0,216.0,360.0,0.0,False,0,0,1
109,True,True,3.0,False,False,2071,754.0,94.0,480.0,1.0,True,0,1,0
110,True,False,0.0,True,False,5316,0.0,136.0,360.0,1.0,True,0,0,1
111,False,True,0.0,True,False,2929,2333.0,139.0,360.0,1.0,True,0,1,0
112,True,True,0.0,False,False,3572,4114.0,152.0,360.0,0.0,False,1,0,0
113,False,False,1.0,True,True,7451,0.0,128.0,360.0,1.0,True,0,1,0
114,True,False,0.0,True,False,5050,0.0,118.0,360.0,1.0,True,0,1,0
115,True,True,1.0,True,False,14583,0.0,185.0,180.0,1.0,True,1,0,0
116,False,True,0.0,True,False,3167,2283.0,154.0,360.0,1.0,True,0,1,0
117,True,True,1.0,True,False,2214,1398.0,85.0,360.0,1.0,True,0,0,1
118,True,True,0.0,True,False,5568,2142.0,175.0,360.0,1.0,False,1,0,0
119,False,False,0.0,True,False,10408,0.0,259.0,360.0,1.0,True,0,0,1
120,True,True,0.0,True,False,5667,2667.0,180.0,360.0,1.0,True,1,0,0
121,False,False,0.0,True,False,4166,0.0,44.0,360.0,1.0,True,0,1,0
122,False,False,0.0,True,False,2137,8980.0,137.0,360.0,0.0,True,0,1,0
123,True,True,2.0,True,False,2957,0.0,81.0,360.0,1.0,True,0,1,0
124,True,True,0.0,False,False,4300,2014.0,194.0,360.0,1.0,True,1,0,0
125,False,False,0.0,True,False,3692,0.0,93.0,360.0,1.0,True,1,0,0
126,True,True,3.0,True,False,23803,0.0,370.0,360.0,1.0,True,1,0,0
127,True,False,0.0,True,False,3865,1640.0,128.0,360.0,1.0,True,1,0,0
128,True,True,1.0,True,True,10513,3850.0,160.0,180.0,0.0,False,0,0,1
129,True,True,0.0,True,False,6080,2569.0,182.0,360.0,1.0,False,1,0,0
130,True,False,0.0,True,True,20166,0.0,650.0,480.0,1.0,True,0,0,1
131,True,False,0.0,True,False,2014,1929.0,74.0,360.0,1.0,True,0,0,1
132,True,False,0.0,True,False,2718,0.0,70.0,360.0,1.0,True,0,1,0
133,True,True,0.0,True,True,3459,0.0,25.0,120.0,1.0,True,0,1,0
134,True,False,0.0,True,False,4895,0.0,102.0,360.0,1.0,True,0,1,0
135,True,True,3.0,True,False,4000,7750.0,290.0,360.0,1.0,False,0,1,0
136,False,True,0.0,True,False,4583,0.0,84.0,360.0,1.0,False,1,0,0
137,True,True,2.0,True,True,3316,3500.0,88.0,360.0,1.0,True,0,0,1
138,True,False,0.0,True,False,14999,0.0,242.0,360.0,0.0,False,0,1,0
139,True,True,2.0,False,False,4200,1430.0,129.0,360.0,1.0,False,1,0,0
140,True,True,2.0,True,False,5042,2083.0,185.0,360.0,1.0,False,1,0,0
141,True,False,0.0,True,False,5417,0.0,168.0,360.0,1.0,True,0,0,1
142,True,False,0.0,True,True,6950,0.0,175.0,180.0,1.0,True,0,1,0
143,True,True,0.0,True,False,2698,2034.0,122.0,360.0,1.0,True,0,1,0
144,True,True,2.0,True,False,11757,0.0,187.0,180.0,1.0,True,0,0,1
145,False,True,0.0,True,False,2330,4486.0,100.0,360.0,1.0,True,0,1,0
146,False,True,2.0,True,False,14866,0.0,70.0,360.0,1.0,True,0,0,1
147,True,True,1.0,True,False,1538,1425.0,30.0,360.0,1.0,True,0,0,1
148,False,False,0.0,True,False,10000,1666.0,225.0,360.0,1.0,False,1,0,0
149,True,True,0.0,True,False,4860,830.0,125.0,360.0,1.0,True,0,1,0
150,True,False,0.0,True,False,6277,0.0,118.0,360.0,0.0,False,1,0,0
151,True,True,0.0,True,True,2577,3750.0,152.0,360.0,1.0,True,1,0,0
152,True,False,0.0,True,False,9166,0.0,244.0,360.0,1.0,False,0,0,1
153,True,True,2.0,False,False,2281,0.0,113.0,360.0,1.0,False,1,0,0
154,True,False,0.0,True,False,3254,0.0,50.0,360.0,1.0,True,0,0,1
155,True,True,3.0,True,False,39999,0.0,600.0,180.0,0.0,True,0,1,0
156,True,True,1.0,True,False,6000,0.0,160.0,360.0,1.0,True,1,0,0
157,True,True,1.0,True,False,9538,0.0,187.0,360.0,1.0,True,0,0,1
158,True,False,0.0,True,False,2980,2083.0,120.0,360.0,1.0,True,1,0,0
159,True,True,0.0,True,False,4583,5625.0,255.0,360.0,1.0,True,0,1,0
160,True,True,0.0,False,False,1863,1041.0,98.0,360.0,1.0,True,0,1,0
161,True,True,0.0,True,False,7933,0.0,275.0,360.0,1.0,False,0,0,1
162,True,True,1.0,True,False,3089,1280.0,121.0,360.0,0.0,False,0,1,0
163,True,True,2.0,True,False,4167,1447.0,158.0,360.0,1.0,True,1,0,0
164,True,True,0.0,True,False,9323,0.0,75.0,180.0,1.0,True,0,0,1
165,True,True,0.0,True,False,3707,3166.0,182.0,360.0,1.0,True,1,0,0
166,False,True,0.0,True,False,4583,0.0,112.0,360.0,1.0,False,1,0,0
167,True,True,0.0,True,False,2439,3333.0,129.0,360.0,1.0,True,1,0,0
168,True,False,0.0,True,False,2237,0.0,63.0,480.0,0.0,False,0,1,0
169,True,True,2.0,True,False,8000,0.0,200.0,360.0,1.0,True,0,1,0
170,True,True,0.0,False,False,1820,1769.0,95.0,360.0,1.0,True,1,0,0
171,True,True,3.0,True,False,51763,0.0,700.0,300.0,1.0,True,0,0,1
172,True,True,3.0,False,False,3522,0.0,81.0,180.0,1.0,False,1,0,0
173,True,True,0.0,True,False,5708,5625.0,187.0,360.0,1.0,True,0,1,0
174,True,True,0.0,False,True,4344,736.0,87.0,360.0,1.0,False,0,1,0
175,True,True,0.0,True,False,3497,1964.0,116.0,360.0,1.0,True,1,0,0
176,True,True,2.0,True,False,2045,1619.0,101.0,360.0,1.0,True,1,0,0
177,True,True,3.0,True,False,5516,11300.0,495.0,360.0,0.0,False,0,1,0
178,True,True,1.0,True,False,3750,0.0,116.0,360.0,1.0,True,0,1,0
179,True,False,0.0,False,False,2333,1451.0,102.0,480.0,0.0,False,0,0,1
180,True,True,1.0,True,False,6400,7250.0,180.0,360.0,0.0,False,0,0,1
181,True,False,0.0,True,False,1916,5063.0,67.0,360.0,1.0,False,1,0,0
182,True,True,0.0,True,False,4600,0.0,73.0,180.0,1.0,True,0,1,0
183,True,True,1.0,True,False,33846,0.0,260.0,360.0,1.0,False,0,1,0
184,False,True,0.0,True,False,3625,0.0,108.0,360.0,1.0,True,0,1,0
185,True,True,0.0,True,True,39147,4750.0,120.0,360.0,1.0,True,0,1,0
186,True,True,1.0,True,True,2178,0.0,66.0,300.0,0.0,False,1,0,0
187,True,True,0.0,True,False,2383,2138.0,58.0,360.0,1.0,True,1,0,0
188,True,True,0.0,True,True,674,5296.0,168.0,360.0,1.0,True,1,0,0
189,True,True,0.0,True,False,9328,0.0,188.0,180.0,1.0,True,1,0,0
190,True,False,0.0,False,False,4885,0.0,48.0,360.0,1.0,True,1,0,0
191,True,False,0.0,True,False,12000,0.0,164.0,360.0,1.0,False,0,1,0
192,True,True,0.0,False,False,6033,0.0,160.0,360.0,1.0,False,0,0,1
193,True,False,0.0,True,False,3858,0.0,76.0,360.0,1.0,True,0,1,0
194,True,False,0.0,True,False,4191,0.0,120.0,360.0,1.0,True,1,0,0
195,True,True,1.0,True,False,3125,2583.0,170.0,360.0,1.0,False,0,1,0
196,True,False,0.0,True,False,8333,3750.0,187.0,360.0,1.0,True,1,0,0
197,False,False,0.0,False,False,1907,2365.0,120.0,360.0,1.0,True,0,0,1
198,False,True,0.0,True,False,3416,2816.0,113.0,360.0,1.0,True,0,1,0
199,True,False,0.0,True,True,11000,0.0,83.0,360.0,1.0,False,0,0,1
200,True,True,1.0,False,False,2600,2500.0,90.0,360.0,1.0,True,0,1,0
201,True,False,2.0,True,False,4923,0.0,166.0,360.0,0.0,True,0,1,0
202,True,True,3.0,False,False,3992,0.0,128.0,180.0,1.0,False,0,0,1
203,True,True,1.0,False,False,3500,1083.0,135.0,360.0,1.0,True,0,0,1
204,True,True,2.0,False,False,3917,0.0,124.0,360.0,1.0,True,0,1,0
205,False,False,0.0,False,False,4408,0.0,120.0,360.0,1.0,True,0,1,0
206,False,False,0.0,True,False,3244,0.0,80.0,360.0,1.0,True,0,0,1
207,True,False,0.0,False,False,3975,2531.0,55.0,360.0,1.0,True,1,0,0
208,True,False,0.0,True,False,2479,0.0,59.0,360.0,1.0,True,0,0,1
209,True,False,0.0,True,False,3418,0.0,127.0,360.0,1.0,False,0,1,0
210,False,False,0.0,True,False,10000,0.0,214.0,360.0,1.0,False,0,1,0
211,True,True,3.0,True,False,3430,1250.0,128.0,360.0,0.0,False,0,1,0
212,True,True,1.0,True,True,7787,0.0,240.0,360.0,1.0,True,0,0,1
213,True,True,3.0,False,True,5703,0.0,130.0,360.0,1.0,True,1,0,0
214,True,True,0.0,True,False,3173,3021.0,137.0,360.0,1.0,True,0,0,1
215,True,True,3.0,False,False,3850,983.0,100.0,360.0,1.0,True,0,1,0
216,True,True,0.0,True,False,150,1800.0,135.0,360.0,1.0,False,1,0,0
217,True,True,0.0,True,False,3727,1775.0,131.0,360.0,1.0,True,0,1,0
218,True,True,2.0,True,False,5000,0.0,72.0,360.0,0.0,False,0,1,0
219,False,True,2.0,True,False,4283,2383.0,127.0,360.0,1.0,True,0,1,0
220,True,True,0.0,True,False,2221,0.0,60.0,360.0,0.0,False,0,0,1
221,True,True,2.0,True,False,4009,1717.0,116.0,360.0,1.0,True,0,1,0
222,True,False,0.0,True,False,2971,2791.0,144.0,360.0,1.0,True,0,1,0
223,True,True,0.0,True,False,7578,1010.0,175.0,360.0,1.0,True,0,1,0
224,True,True,0.0,True,False,6250,0.0,128.0,360.0,1.0,True,0,1,0
225,True,True,0.0,True,False,3250,0.0,170.0,360.0,1.0,False,1,0,0
226,True,True,0.0,False,True,4735,0.0,138.0,360.0,1.0,False,0,0,1
227,True,True,2.0,True,False,6250,1695.0,210.0,360.0,1.0,True,0,1,0
228,True,True,0.0,True,False,4758,0.0,158.0,480.0,1.0,True,0,1,0
229,True,False,0.0,True,True,6400,0.0,200.0,360.0,1.0,True,1,0,0
230,True,True,1.0,True,False,2491,2054.0,104.0,360.0,1.0,True,0,1,0
231,True,True,0.0,True,False,3716,0.0,42.0,180.0,1.0,True,1,0,0
232,True,False,0.0,False,False,3189,2598.0,120.0,360.0,1.0,True,1,0,0
233,False,False,0.0,True,False,8333,0.0,280.0,360.0,1.0,True,0,1,0
234,True,True,1.0,True,False,3155,1779.0,140.0,360.0,1.0,True,0,1,0
235,True,True,1.0,True,False,5500,1260.0,170.0,360.0,1.0,True,1,0,0
236,True,True,0.0,True,False,5746,0.0,255.0,360.0,1.0,False,0,0,1
237,False,False,0.0,True,True,3463,0.0,122.0,360.0,1.0,True,0,0,1
238,False,False,1.0,True,False,3812,0.0,112.0,360.0,1.0,True,1,0,0
239,True,True,1.0,True,False,3315,0.0,96.0,360.0,1.0,True,0,1,0
240,True,True,2.0,True,False,5819,5000.0,120.0,360.0,1.0,True,1,0,0
241,True,True,1.0,False,False,2510,1983.0,140.0,180.0,1.0,False,0,0,1
242,True,False,0.0,True,False,2965,5701.0,155.0,60.0,1.0,True,0,0,1
243,True,True,2.0,True,True,6250,1300.0,108.0,360.0,1.0,True,1,0,0
244,True,True,0.0,False,False,3406,4417.0,123.0,360.0,1.0,True,0,1,0
245,True,False,0.0,True,True,6050,4333.0,120.0,180.0,1.0,False,0,0,1
246,True,True,2.0,True,False,9703,0.0,112.0,360.0,1.0,True,0,0,1
247,True,True,1.0,False,False,6608,0.0,137.0,180.0,1.0,True,0,0,1
248,True,True,1.0,True,False,2882,1843.0,123.0,480.0,1.0,True,0,1,0
249,True,True,0.0,True,False,1809,1868.0,90.0,360.0,1.0,True,0,0,1
250,True,True,0.0,False,False,1668,3890.0,201.0,360.0,0.0,False,0,1,0
251,False,False,2.0,True,False,3427,0.0,138.0,360.0,1.0,False,0,0,1
252,True,False,0.0,False,True,2583,2167.0,104.0,360.0,1.0,True,1,0,0
253,True,True,1.0,False,False,2661,7101.0,279.0,180.0,1.0,True,0,1,0
254,True,False,0.0,True,True,16250,0.0,192.0,360.0,0.0,False,0,0,1
255,False,False,3.0,True,False,3083,0.0,255.0,360.0,1.0,True,1,0,0
256,True,False,0.0,False,False,6045,0.0,115.0,360.0,0.0,False,1,0,0
257,True,True,3.0,True,False,5250,0.0,94.0,360.0,1.0,False,0,0,1
258,True,True,0.0,True,False,14683,2100.0,304.0,360.0,1.0,False,1,0,0
259,True,True,3.0,False,False,4931,0.0,128.0,360.0,1.0,False,0,1,0
260,True,True,1.0,True,False,6083,4250.0,330.0,360.0,1.0,True,0,0,1
261,True,False,0.0,True,False,2060,2209.0,134.0,360.0,1.0,True,0,1,0
262,False,False,1.0,True,False,3481,0.0,155.0,36.0,1.0,False,0,1,0
263,False,False,0.0,True,False,7200,0.0,120.0,360.0,1.0,True,1,0,0
264,True,False,0.0,True,True,5166,0.0,128.0,360.0,1.0,True,0,1,0
265,True,False,0.0,True,False,4095,3447.0,151.0,360.0,1.0,True,1,0,0
266,True,True,2.0,True,False,4708,1387.0,150.0,360.0,1.0,True,0,1,0
267,True,True,3.0,True,False,4333,1811.0,160.0,360.0,0.0,True,0,0,1
268,False,False,0.0,True,False,3418,0.0,135.0,360.0,1.0,False,1,0,0
269,False,False,1.0,True,False,2876,1560.0,90.0,360.0,1.0,True,0,0,1
270,False,False,0.0,True,False,3237,0.0,30.0,360.0,1.0,True,0,0,1
271,True,True,0.0,True,False,11146,0.0,136.0,360.0,1.0,True,0,0,1
272,True,False,0.0,True,False,2833,1857.0,126.0,360.0,1.0,True,1,0,0
273,True,True,0.0,True,False,2620,2223.0,150.0,360.0,1.0,True,0,1,0
274,True,True,2.0,True,False,3900,0.0,90.0,360.0,1.0,True,0,1,0
275,True,True,1.0,True,False,2750,1842.0,115.0,360.0,1.0,True,0,1,0
276,True,True,0.0,True,False,3993,3274.0,207.0,360.0,1.0,True,0,1,0
277,True,True,0.0,True,False,3103,1300.0,80.0,360.0,1.0,True,0,0,1
278,True,True,0.0,True,False,14583,0.0,436.0,360.0,1.0,True,0,1,0
279,False,True,0.0,False,False,4100,0.0,124.0,360.0,1.0,True,1,0,0
280,True,False,1.0,False,True,4053,2426.0,158.0,360.0,0.0,False,0,0,1
281,True,True,0.0,True,False,3927,800.0,112.0,360.0,1.0,True,0,1,0
282,True,True,2.0,True,False,2301,985.7999878,78.0,180.0,1.0,True,0,0,1
283,False,False,0.0,True,False,1811,1666.0,54.0,360.0,1.0,True,0,0,1
284,True,True,0.0,True,False,20667,0.0,128.0,360.0,1.0,False,1,0,0
285,True,False,0.0,True,False,3158,3053.0,89.0,360.0,1.0,True,1,0,0
286,False,False,0.0,True,True,2600,1717.0,99.0,300.0,1.0,False,0,1,0
287,True,True,0.0,True,False,3704,2000.0,120.0,360.0,1.0,True,1,0,0
288,False,False,0.0,True,False,4124,0.0,115.0,360.0,1.0,True,0,1,0
289,True,False,0.0,True,False,9508,0.0,187.0,360.0,1.0,True,1,0,0
290,True,True,0.0,True,False,3075,2416.0,139.0,360.0,1.0,True,1,0,0
291,True,True,2.0,True,False,4400,0.0,127.0,360.0,0.0,False,0,1,0
292,True,True,2.0,True,False,3153,1560.0,134.0,360.0,1.0,True,0,0,1
293,False,False,0.0,True,False,5417,0.0,143.0,480.0,0.0,False,0,0,1
294,True,True,0.0,True,False,2383,3334.0,172.0,360.0,1.0,True,0,1,0
295,True,True,3.0,True,False,4416,1250.0,110.0,360.0,1.0,True,0,0,1
296,True,True,1.0,True,False,6875,0.0,200.0,360.0,1.0,True,0,1,0
297,False,True,1.0,True,False,4666,0.0,135.0,360.0,1.0,True,0,0,1
298,False,False,0.0,True,False,5000,2541.0,151.0,480.0,1.0,False,1,0,0
299,True,True,1.0,True,False,2014,2925.0,113.0,360.0,1.0,False,0,0,1
300,True,True,0.0,False,False,1800,2934.0,93.0,360.0,0.0,False,0,0,1
301,True,True,0.0,False,False,2875,1750.0,105.0,360.0,1.0,True,0,1,0
302,False,False,0.0,True,False,5000,0.0,132.0,360.0,1.0,True,1,0,0
303,True,True,1.0,True,False,1625,1803.0,96.0,360.0,1.0,True,0,0,1
304,True,False,0.0,True,False,4000,2500.0,140.0,360.0,1.0,True,1,0,0
305,True,False,0.0,False,False,2000,0.0,128.0,360.0,1.0,False,0,0,1
306,False,False,0.0,True,False,3762,1666.0,135.0,360.0,1.0,True,1,0,0
307,False,False,0.0,True,False,2400,1863.0,104.0,360.0,0.0,False,0,0,1
308,True,False,0.0,True,False,20233,0.0,480.0,360.0,1.0,False,1,0,0
309,True,True,2.0,False,False,7667,0.0,185.0,360.0,1.0,True,1,0,0
310,False,False,0.0,True,False,2917,0.0,84.0,360.0,1.0,True,0,1,0
311,True,False,0.0,False,False,2927,2405.0,111.0,360.0,1.0,True,0,1,0
312,False,False,0.0,True,False,2507,0.0,56.0,360.0,1.0,True,1,0,0
313,True,True,2.0,True,True,5746,0.0,144.0,84.0,1.0,True,1,0,0
314,True,True,0.0,True,False,2473,1843.0,159.0,360.0,1.0,False,1,0,0
315,True,True,1.0,False,False,3399,1640.0,111.0,180.0,1.0,True,0,0,1
316,True,True,2.0,True,False,3717,0.0,120.0,360.0,1.0,True,0,1,0
317,True,True,0.0,True,False,2058,2134.0,88.0,360.0,1.0,True,0,0,1
318,False,False,1.0,True,False,3541,0.0,112.0,360.0,1.0,True,0,1,0
319,True,True,1.0,True,True,10000,0.0,155.0,360.0,1.0,False,1,0,0
320,True,True,0.0,True,False,2400,2167.0,115.0,360.0,1.0,True,0,1,0
321,True,True,3.0,True,False,4342,189.0,124.0,360.0,1.0,True,0,1,0
322,True,True,2.0,False,False,3601,1590.0,128.0,360.0,1.0,True,1,0,0
323,False,False,0.0,True,False,3166,2985.0,132.0,360.0,1.0,True,1,0,0
324,True,True,3.0,True,False,15000,0.0,300.0,360.0,1.0,True,1,0,0
325,True,True,1.0,True,True,8666,4983.0,376.0,360.0,0.0,False,1,0,0
326,True,False,0.0,True,False,4917,0.0,130.0,360.0,0.0,True,1,0,0
327,True,True,0.0,True,True,5818,2160.0,184.0,360.0,1.0,True,0,1,0
328,False,True,0.0,True,False,4333,2451.0,110.0,360.0,1.0,False,0,0,1
329,False,False,0.0,True,False,2500,0.0,67.0,360.0,1.0,True,0,0,1
330,True,False,1.0,True,False,4384,1793.0,117.0,360.0,1.0,True,0,0,1
331,True,False,0.0,True,False,2935,0.0,98.0,360.0,1.0,True,0,1,0
